,Id,LotArea,LotShape,BsmtExposure,BsmtFinType1,BsmtFinSF1,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,HalfBath,FireplaceQu,GarageFinish,PavedDrive,WoodDeckSF,OpenPorchSF
384,385,53107,2,3,0,985,0,0,874,1,1,2,2,0,216,231
385,386,3182,0,0,0,24,0,0,0,0,0,0,2,0,146,20
386,387,8410,0,0,2,0,0,0,526,0,0,-1,-1,1,0,151
387,388,7200,0,3,1,631,0,0,0,1,0,2,1,0,296,0
388,389,9382,1,0,2,0,0,0,0,0,0,-1,0,0,120,25
389,390,12474,0,3,0,1280,0,0,590,1,1,3,2,0,196,134
390,391,8405,0,0,3,241,0,0,406,1,0,-1,1,0,0,130
391,392,12209,1,0,1,690,0,0,1157,1,1,0,2,0,125,192
392,393,8339,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0
393,394,7446,0,0,3,266,0,2,0,0,0,0,-1,0,0,0
394,395,10134,0,0,2,0,0,2,299,0,0,-1,1,0,0,39
395,396,9571,0,3,4,739,0,0,0,1,0,-1,1,0,44,0
396,397,7200,0,3,3,777,0,0,0,0,0,-1,0,0,215,0
397,398,7590,0,0,1,540,0,0,936,0,0,0,0,0,0,168
398,399,8967,0,0,2,0,0,4,0,0,0,-1,1,1,0,0
399,400,8125,0,0,0,812,0,0,438,1,0,-1,2,0,0,168
400,401,14963,2,0,0,786,0,0,0,1,1,1,2,0,120,30
401,402,8767,1,3,0,24,0,0,0,0,0,1,2,0,0,0
402,403,10200,0,0,2,0,0,0,0,0,0,-1,1,1,168,0
403,404,12090,0,0,2,0,0,0,1098,0,1,0,2,0,144,123
404,405,10364,1,0,2,0,0,0,766,0,1,0,2,0,0,40
405,406,9991,1,0,4,1116,0,0,0,1,0,0,1,0,120,78
406,407,10480,0,0,2,0,0,2,0,0,0,-1,1,0,0,0
407,408,15576,0,0,2,0,0,0,840,0,0,-1,1,0,0,0
408,409,14154,0,0,2,0,0,0,1101,0,1,1,0,0,192,62
409,410,10800,0,0,0,789,0,0,1028,1,1,1,2,0,0,102
410,411,9571,0,0,2,0,0,2,0,0,0,-1,1,0,0,0
411,412,34650,0,2,3,1056,1,0,0,1,0,-1,2,0,264,0
412,413,4403,2,3,0,578,0,0,0,1,1,1,2,0,0,144
413,414,8960,0,0,2,0,0,2,0,0,0,1,1,0,0,0
414,415,11228,2,0,4,50,0,0,1017,0,1,0,1,0,196,187
415,416,8899,1,3,0,24,0,0,0,0,0,-1,2,0,100,30
416,417,7844,0,0,1,209,0,0,728,0,1,0,2,0,0,0
417,418,22420,1,0,4,1128,1,2,1254,1,1,1,1,1,0,0
418,419,8160,0,0,1,312,1,1,378,1,1,-1,1,2,0,0
419,420,8450,0,0,4,775,0,0,0,1,0,2,1,0,0,85
420,421,7060,0,1,0,1309,0,0,0,2,0,-1,2,0,0,0
421,422,16635,1,0,1,1246,0,0,0,0,0,0,2,0,240,0
422,423,21750,0,0,2,0,0,2,0,0,0,-1,0,1,0,0
423,424,9200,0,0,0,986,0,0,1160,1,1,0,2,0,0,66
424,425,9000,0,0,5,616,0,2,0,1,0,1,0,0,0,44
425,426,3378,0,0,2,0,0,0,682,0,1,1,1,2,0,0
426,427,12800,0,1,0,1518,0,0,0,1,0,0,2,0,80,0
427,428,8593,1,0,3,288,0,0,0,0,0,-1,1,0,0,0
428,429,6762,0,0,0,664,0,0,0,1,0,-1,0,0,105,54
429,430,11457,1,2,0,1005,0,0,0,1,0,0,1,0,0,0
430,431,1680,0,0,1,387,0,0,504,0,1,-1,1,0,0,0
431,432,5586,1,0,2,0,0,0,110,0,0,-1,-1,1,0,98
432,433,1920,0,0,1,471,0,0,600,1,1,-1,1,0,240,36
433,434,10839,1,0,2,0,0,0,678,0,1,0,2,0,0,36
434,435,1890,0,3,1,495,0,0,0,1,0,-1,-1,0,88,0
435,436,10667,2,3,0,385,0,0,834,1,1,0,0,0,158,61
436,437,4400,0,0,2,0,0,2,384,0,0,-1,1,0,0,0
437,438,6000,0,0,2,0,0,0,0,0,0,-1,1,0,0,0
438,439,4280,0,0,5,365,1,0,0,0,0,1,1,2,0,0
439,440,12354,0,2,2,0,0,0,512,0,0,-1,1,0,0,46
440,441,15431,0,1,0,1767,0,0,0,1,0,1,2,0,0,72
441,442,12108,0,0,1,133,1,1,0,0,0,-1,-1,0,0,0
442,443,6240,0,0,2,0,0,0,445,0,0,1,1,2,0,0
443,444,3922,0,3,2,0,0,0,0,0,0,1,2,0,144,16
444,445,8750,0,0,0,642,0,0,975,1,1,0,1,0,144,133
445,446,9855,0,0,2,0,0,0,0,0,0,1,1,0,0,0
446,447,16492,1,0,1,247,0,0,0,0,1,1,2,0,0,0
447,448,11214,1,0,2,0,0,0,930,0,1,0,2,0,89,0
448,449,8600,0,0,2,0,0,0,596,0,0,1,1,1,0,0
449,450,6000,0,0,1,331,0,0,504,0,1,-1,1,0,0,176
450,451,5684,0,0,2,0,0,2,0,0,0,-1,1,1,0,113
451,452,70761,1,1,1,655,0,0,0,1,0,0,1,0,200,54
452,453,9303,1,0,1,742,0,0,868,1,1,-1,2,0,144,122
453,454,9000,0,0,2,0,0,0,804,0,1,-1,0,0,0,30
454,455,9297,0,0,1,1606,0,0,0,2,0,-1,1,0,0,0
455,456,9600,0,0,1,916,0,0,0,0,1,0,1,0,0,0
456,457,4571,0,0,2,0,1,0,720,0,0,-1,1,0,0,0
457,458,53227,1,1,4,1116,0,0,0,1,0,1,2,0,224,137
458,459,5100,0,0,2,0,0,0,833,0,0,1,1,0,192,63
459,460,7015,1,0,5,185,0,0,224,1,0,0,1,0,0,0
460,461,8004,1,0,0,544,0,0,1103,1,1,-1,2,0,0,150
461,462,7200,0,0,1,350,0,0,560,1,0,-1,0,0,256,0
462,463,8281,1,0,3,553,0,0,0,0,0,4,1,0,0,0
463,464,11988,1,0,5,326,0,2,811,0,1,1,1,0,0,0
464,465,8430,0,0,3,616,0,0,0,0,0,-1,-1,0,0,0
465,466,3072,0,0,2,0,0,0,0,0,0,0,2,0,144,20
466,467,10628,0,1,0,778,0,0,0,1,0,4,1,0,0,0
467,468,9480,0,0,5,386,0,0,756,0,1,1,1,0,168,0
468,469,11428,1,0,2,0,0,0,0,0,0,1,0,0,0,44
469,470,9291,1,0,0,426,0,0,878,0,1,-1,0,0,144,70
470,471,6820,1,3,0,368,0,0,0,1,1,-1,0,0,0,54
471,472,11952,0,0,2,0,0,0,808,0,1,1,0,0,0,0
472,473,3675,0,1,0,459,0,0,0,1,0,-1,0,0,0,28
473,474,14977,1,1,0,1350,0,0,0,1,0,3,0,0,250,63
474,475,5330,0,3,0,1196,0,0,0,1,0,-1,0,0,96,48
475,476,8480,0,0,0,630,0,0,0,1,0,-1,1,0,0,24
476,477,13125,0,1,0,994,0,0,0,1,0,0,2,0,140,39
477,478,13693,0,3,2,0,0,0,574,0,1,1,2,0,414,84
478,479,10637,0,1,0,1288,0,0,0,1,0,1,0,0,208,44
479,480,5925,0,0,3,168,0,0,0,0,0,-1,1,0,0,72
480,481,16033,1,1,0,1261,0,0,0,1,0,1,2,0,519,112
481,482,11846,1,1,0,1567,0,0,0,1,0,1,2,0,206,49
482,483,2500,0,0,1,299,0,0,910,1,1,1,1,0,0,0
483,484,4500,0,0,0,897,0,0,0,1,0,-1,1,0,0,125
484,485,7758,1,0,1,588,0,0,0,1,0,-1,1,0,0,132
485,486,9600,0,0,1,607,0,0,0,0,0,1,1,0,0,80
486,487,10289,0,0,1,836,0,0,0,1,1,-1,0,0,0,0
487,488,12243,1,3,1,998,0,0,0,0,0,0,1,0,224,0
488,489,10800,0,0,4,664,1,2,648,0,0,1,1,1,142,0
489,490,1526,0,3,0,515,0,0,0,1,0,-1,1,0,0,0
490,491,2665,0,2,2,0,0,0,688,0,1,1,2,0,141,24
491,492,9490,0,0,4,403,0,2,620,1,0,0,1,0,0,0
492,493,15578,1,0,2,0,0,0,728,0,1,-1,0,0,0,0
493,494,7931,0,0,4,374,0,2,0,0,1,2,1,0,0,0
494,495,5784,0,0,2,0,0,2,0,0,0,-1,1,0,144,20
495,496,7879,0,0,3,495,1,2,0,0,0,-1,-1,1,0,523
496,497,12692,1,0,0,1231,0,0,0,1,0,1,0,0,264,75
497,498,9120,0,0,3,329,0,0,687,1,0,-1,1,1,0,100
498,499,7800,0,0,1,450,0,0,0,0,0,-1,2,0,64,0
499,500,7535,1,0,4,111,0,0,0,0,0,-1,2,0,12,285
500,501,1890,0,0,4,356,0,0,546,0,1,-1,1,0,144,28
501,502,9803,0,0,0,400,0,0,902,0,1,-1,0,0,0,108
502,503,9170,0,0,1,698,0,0,0,1,0,-1,1,0,0,0
503,504,15602,1,0,1,1247,0,0,0,1,0,0,2,0,0,54
504,505,2308,0,0,1,257,0,0,467,0,1,2,1,0,260,0
505,506,7596,0,0,2,0,0,0,1000,0,0,-1,1,1,0,0
506,507,9554,1,0,0,380,0,0,846,0,1,0,0,0,182,81
507,508,7862,1,0,0,27,0,0,0,0,0,-1,2,0,0,102
508,509,9600,0,0,3,141,0,0,689,0,0,1,1,1,0,0
509,510,9600,0,0,1,991,0,0,0,1,0,-1,0,0,224,88
510,511,14559,0,0,4,650,0,0,0,1,0,0,1,0,324,42
511,512,6792,1,0,2,0,0,0,0,0,0,1,0,0,132,35
512,513,9100,0,0,4,521,0,0,0,1,0,-1,1,0,0,0
513,514,9187,0,0,1,336,0,0,0,0,1,-1,1,0,120,0
514,515,10594,0,0,2,0,1,0,0,0,0,-1,1,0,0,0
515,516,12220,0,0,0,1436,0,0,0,1,1,1,2,0,156,54
516,517,10448,1,0,2,0,0,0,741,0,1,0,0,0,0,104
517,518,10208,1,0,2,0,0,0,1067,0,1,0,0,0,220,0
518,519,9531,1,2,0,706,0,0,914,1,1,-1,0,0,0,36
519,520,10918,0,0,2,0,0,0,804,0,1,1,1,0,0,0
520,521,10800,0,-1,-1,0,1,2,600,0,0,-1,-1,1,220,114
521,522,11988,1,0,3,777,0,2,0,0,1,1,1,0,0,40
522,523,5000,0,0,1,399,0,0,660,0,0,1,1,0,0,24
523,524,40094,1,1,0,2260,0,0,1538,1,1,1,2,0,208,406
524,525,11787,1,0,0,719,0,0,1015,1,1,0,2,0,239,60
525,526,7500,0,0,2,0,0,0,0,0,0,0,1,0,38,144
526,527,13300,0,0,3,377,0,0,0,0,0,-1,1,0,261,0
527,528,14948,1,3,0,1330,0,0,1237,1,1,1,2,0,126,66
528,529,9098,1,2,1,348,0,0,0,1,0,-1,-1,1,0,0
529,530,32668,1,0,3,1219,0,0,0,1,0,0,0,0,0,0
530,531,10200,0,3,0,783,0,0,0,1,0,2,0,0,224,0
531,532,6155,1,2,2,0,0,0,611,0,0,-1,2,0,0,0
532,533,7200,0,-1,-1,0,0,0,0,0,0,4,1,0,0,0
533,534,5000,0,-1,-1,0,1,1,0,0,0,-1,-1,1,0,0
534,535,9056,1,3,2,0,0,0,707,0,1,1,2,0,100,35
535,536,7000,0,1,0,969,0,0,527,1,0,-1,-1,1,85,0
536,537,8924,1,3,2,0,0,0,844,0,1,-1,2,0,120,155
537,538,12735,1,0,4,600,0,0,0,0,0,-1,1,0,216,0
538,539,11553,1,0,4,673,0,0,0,0,1,2,1,0,466,0
539,540,11423,0,3,0,1358,0,0,0,1,0,0,0,0,180,0
540,541,14601,0,3,0,1260,0,0,0,1,0,1,2,0,270,68
541,542,11000,0,0,2,0,0,0,1288,0,1,0,2,0,0,56
542,543,10140,0,0,5,144,0,0,0,1,0,0,2,0,78,73
543,544,4058,0,3,0,584,0,0,0,1,0,-1,2,0,120,40
544,545,17104,1,3,0,554,0,0,832,1,1,1,0,0,100,24
545,546,13837,1,0,0,1002,0,0,806,0,1,-1,1,0,0,0
546,547,8737,1,0,3,300,0,2,720,0,1,1,1,0,0,38
547,548,7244,0,3,1,619,0,0,0,1,0,-1,1,0,104,0
548,549,8235,1,0,5,180,0,0,0,1,0,-1,0,0,140,50
549,550,9375,0,0,2,0,0,0,1182,0,1,1,2,0,182,182
550,551,4043,0,0,1,559,0,0,0,0,0,-1,0,0,0,55
551,552,6000,0,0,3,308,0,2,0,0,0,-1,2,0,0,0
552,553,11146,1,3,2,0,0,0,0,0,0,1,0,0,169,39
553,554,8777,0,-1,-1,0,0,0,0,0,0,-1,2,1,0,96
554,555,10625,0,0,0,866,0,0,1040,1,1,1,0,0,320,62
555,556,6380,0,0,2,0,0,2,0,0,0,1,1,0,0,0
556,557,14850,1,0,3,895,0,2,0,1,0,0,2,0,268,0
557,558,11040,0,0,3,637,0,0,439,0,1,-1,1,0,0,47
558,559,21872,2,1,0,604,0,0,717,0,1,0,1,0,264,22
559,560,3196,0,1,2,0,0,0,0,0,0,0,2,0,143,20
560,561,11341,1,0,1,1302,0,0,0,1,1,1,1,0,0,0
561,562,10010,0,3,1,1071,0,0,0,1,0,0,0,0,240,38
562,563,13907,0,0,4,290,0,0,0,1,0,1,-1,0,144,0
563,564,21780,0,2,2,0,0,0,511,0,0,1,2,1,72,36
564,565,13346,1,0,0,728,0,0,1129,1,1,0,0,0,0,40
565,566,6858,0,0,2,0,1,1,806,1,1,-1,1,0,0,66
566,567,11198,1,0,2,0,0,0,1370,0,1,1,2,0,144,39
567,568,10171,1,0,0,2,0,0,0,0,0,-1,0,0,0,0
568,569,12327,1,1,0,1441,0,0,636,1,1,1,2,0,349,40
569,570,7032,1,1,0,943,0,0,0,1,0,0,1,0,42,0
570,571,13101,1,0,5,231,0,0,0,0,0,-1,1,0,0,0
571,572,7332,0,0,4,414,0,0,0,1,0,-1,1,0,168,0
572,573,13159,1,3,2,0,0,0,846,0,1,-1,0,0,208,114
573,574,9967,1,0,2,0,0,0,656,0,1,0,0,0,100,0
574,575,10500,0,3,1,349,0,0,533,0,0,-1,1,0,35,0
575,576,8480,0,0,3,442,0,0,384,0,0,-1,1,0,158,0
576,577,6292,0,0,2,0,0,0,600,0,0,1,1,0,0,50
577,578,11777,1,3,5,328,0,0,0,1,0,2,0,0,160,68
578,579,3604,0,0,2,0,0,0,689,0,0,-1,1,0,0,102
579,580,12150,0,0,2,0,1,1,745,0,0,-1,1,0,0,0
580,581,14585,1,0,4,594,0,0,0,0,0,1,1,0,216,110
581,582,12704,0,0,2,0,0,0,0,0,1,1,0,0,0,90
582,583,11841,0,3,0,816,0,0,0,1,0,-1,-1,0,0,32
583,584,13500,0,0,2,0,0,0,1254,0,1,1,1,0,105,502
584,585,6120,0,0,2,0,0,0,584,0,0,-1,1,0,0,0
585,586,11443,0,1,0,1460,0,0,0,1,0,1,0,0,326,66
586,587,10267,0,2,3,210,0,0,0,1,0,-1,2,1,0,0
587,588,8740,1,3,1,672,0,0,0,1,0,-1,1,0,0,0
588,589,25095,1,1,0,1324,0,0,0,2,0,1,1,0,0,48
589,590,9100,0,0,2,0,0,2,0,0,0,-1,1,2,0,0
590,591,8320,0,0,0,490,0,0,812,0,1,-1,0,0,0,45
591,592,13478,1,1,0,1338,0,0,568,1,1,1,0,0,382,274
592,593,6600,0,0,0,816,0,0,0,1,0,-1,2,0,0,0
593,594,4435,0,3,0,685,0,0,0,1,0,-1,2,0,140,0
594,595,7990,1,0,2,0,0,0,0,0,0,-1,1,0,0,0
595,596,11302,1,1,0,1422,0,0,0,1,0,0,2,0,180,75
596,597,3600,0,0,2,0,1,2,684,0,0,-1,1,1,0,158
597,598,3922,0,3,2,0,0,0,0,0,2,1,2,0,120,16
598,599,12984,0,2,1,1283,0,0,0,1,0,0,2,0,0,0
599,600,1950,0,0,5,81,0,0,840,1,1,0,2,0,161,0
600,601,10927,0,3,0,546,0,0,846,1,1,1,2,0,179,60
601,602,9000,0,0,2,0,0,0,595,0,1,1,1,2,0,162
602,603,10041,1,2,0,789,0,0,988,1,1,0,2,0,120,150
603,604,3182,0,0,2,0,0,0,600,0,1,-1,0,0,0,172
604,605,12803,1,2,0,922,0,0,0,1,0,0,0,0,192,36
605,606,13600,0,0,4,454,0,0,800,0,1,2,1,0,0,42
606,607,12464,2,0,0,732,0,0,0,1,0,-1,1,0,168,0
607,608,7800,0,0,0,603,0,0,896,1,0,-1,1,0,103,0
608,609,12168,0,2,4,428,0,0,1254,0,1,1,1,0,0,0
609,610,7943,0,2,3,903,0,0,0,1,0,-1,1,0,64,0
610,611,11050,0,2,0,904,0,0,677,1,1,3,2,0,253,142
611,612,10395,1,3,1,605,0,0,0,0,0,0,1,0,0,0
612,613,11885,0,3,0,990,0,0,573,1,1,0,0,0,160,122
613,614,8402,0,0,1,206,0,0,0,0,0,-1,-1,0,0,30
614,615,1491,0,3,5,150,0,0,0,1,0,-1,-1,0,96,24
615,616,8800,0,1,0,763,0,0,0,1,0,-1,0,0,120,0
616,617,7861,1,0,0,457,0,0,702,1,1,1,2,0,100,75
617,618,7227,0,0,2,0,0,0,0,0,0,-1,1,0,0,0
618,619,11694,0,3,0,48,0,0,0,0,0,1,1,0,0,108
619,620,12244,0,1,0,871,0,0,780,1,1,1,2,0,168,0
620,621,8248,0,0,4,41,1,1,0,1,0,-1,-1,1,0,0
621,622,10800,0,0,1,956,0,0,1066,0,1,0,0,0,38,243
622,623,7064,0,0,4,560,0,0,0,0,0,-1,1,0,192,0
623,624,2117,0,0,0,420,0,0,756,0,1,0,1,0,0,32
624,625,10400,0,0,3,247,0,0,778,1,2,0,0,0,148,0
625,626,10000,1,0,2,0,0,0,0,0,1,-1,1,0,0,0
626,627,12342,1,0,2,0,0,0,0,0,0,0,0,0,0,0
627,628,9600,0,3,4,674,0,0,0,1,0,1,0,0,0,0
628,629,11606,1,3,3,650,0,0,1040,0,2,0,1,0,335,0
629,630,9020,0,1,0,624,0,0,0,1,1,-1,0,0,176,0
630,631,9000,0,0,2,0,0,2,661,0,0,-1,1,1,0,0
631,632,4590,0,2,0,24,0,0,0,0,0,1,0,0,156,73
632,633,11900,0,0,1,822,0,0,0,0,0,0,2,0,192,0
633,634,9250,0,0,4,480,0,0,0,0,0,-1,1,0,390,0
634,635,6979,0,0,0,1056,0,0,0,2,0,-1,1,0,264,56
635,636,10896,0,0,5,256,0,2,1440,0,0,-1,-1,1,0,110
636,637,6120,0,0,2,0,1,2,0,0,0,4,-1,1,0,0
637,638,6000,0,0,2,0,0,2,576,0,0,-1,1,0,0,0
638,639,8777,0,0,2,0,0,2,0,0,0,-1,-1,2,328,0
639,640,3982,0,3,0,1154,0,0,0,1,0,1,2,0,312,0
640,641,12677,1,1,0,1218,0,0,0,0,1,1,0,0,185,140
641,642,7050,0,0,0,738,0,0,872,1,1,0,2,0,0,235
642,643,13860,0,1,0,1410,0,0,704,1,1,0,2,0,269,111
643,644,10793,0,0,3,493,0,0,840,0,1,-1,2,0,208,0
644,645,9187,0,2,0,1121,0,0,0,1,1,1,2,0,195,130
645,646,10530,1,0,1,282,0,0,0,1,1,-1,1,0,0,312
646,647,7200,0,-1,-1,0,0,0,0,0,0,-1,1,0,0,27
647,648,10452,1,2,3,500,0,0,0,0,0,1,0,0,0,0
648,649,7700,0,0,2,0,0,0,788,0,1,0,1,0,0,124
649,650,1936,0,3,4,131,0,0,0,1,0,-1,-1,0,0,0
650,651,8125,0,0,2,0,0,0,843,0,1,-1,0,0,0,0
651,652,9084,0,2,2,0,0,0,755,1,0,1,1,2,120,0
652,653,8750,0,0,2,0,0,0,807,0,1,0,0,0,0,120
653,654,10320,0,0,2,0,0,0,713,0,0,-1,1,0,57,0
654,655,10437,1,1,0,1696,0,0,0,1,1,0,2,0,236,46
655,656,1680,0,0,2,0,0,0,567,0,1,-1,1,0,0,0
656,657,10007,1,0,1,806,0,0,0,1,1,-1,0,0,0,0
657,658,7200,0,0,2,0,0,0,651,0,1,1,0,2,0,0
658,659,17503,0,0,2,0,0,0,546,0,0,1,1,0,192,0
659,660,9937,0,0,4,637,0,0,0,1,0,-1,2,0,0,0
660,661,12384,0,0,2,0,0,0,793,0,1,0,0,0,0,113
661,662,46589,2,0,0,1361,0,0,762,1,1,0,0,0,517,76
662,663,13560,0,0,2,0,0,0,0,1,0,0,0,0,0,0
663,664,10012,0,3,4,920,0,0,0,1,0,-1,0,0,0,0
664,665,20896,2,2,0,1721,0,0,0,1,1,3,2,0,192,267
665,666,11194,1,0,2,0,0,0,482,0,1,0,0,0,188,124
666,667,18450,1,0,5,187,0,0,915,0,1,4,1,0,0,265
667,668,8125,0,0,0,1138,0,0,0,1,0,2,0,0,224,42
668,669,14175,0,0,3,988,0,0,0,1,1,0,1,0,304,0
669,670,11600,0,0,2,0,0,0,0,0,0,1,1,0,0,0
670,671,8633,0,0,0,193,0,0,738,1,1,-1,2,0,100,35
671,672,6629,0,0,4,551,1,0,672,1,0,-1,1,0,147,0
672,673,11250,1,0,1,767,0,0,0,1,1,0,0,0,198,42
673,674,14442,0,0,0,1186,0,0,0,1,0,0,2,0,0,87
674,675,9200,0,0,3,892,0,0,0,1,0,1,0,0,426,0
675,676,2289,0,0,1,311,0,0,586,0,1,0,1,0,28,0
676,677,9600,0,0,2,0,1,0,679,1,0,-1,1,1,0,0
677,678,9022,0,0,2,0,0,0,0,0,0,-1,1,1,316,0
678,679,11844,1,2,2,0,0,0,0,0,1,1,2,0,322,82
679,680,9945,1,0,3,827,0,0,0,1,0,-1,1,0,0,0
680,681,8012,0,0,4,543,0,0,0,0,0,0,0,0,80,0
681,682,4500,2,0,3,182,0,0,672,0,0,-1,1,0,0,0
682,683,2887,0,2,0,1003,0,0,0,1,0,1,1,0,307,0
683,684,11248,1,3,0,1059,0,0,0,1,0,0,2,0,257,45
684,685,16770,2,0,2,0,0,0,644,0,1,-1,2,0,0,81
685,686,5062,1,2,0,828,0,0,900,1,0,0,2,0,219,0
686,687,10207,0,0,2,0,0,0,887,0,0,-1,2,0,144,105
687,688,5105,2,0,0,239,0,0,551,0,1,-1,1,0,0,60
688,689,8089,0,3,0,945,0,0,0,1,0,1,0,0,140,0
689,690,7577,1,3,1,20,0,0,0,0,0,1,0,0,192,28
690,691,4426,0,1,0,697,0,0,0,1,0,0,0,0,149,0
691,692,21535,1,1,0,1455,0,0,1872,0,1,3,2,0,382,50
692,693,26178,1,1,0,965,0,0,1281,1,1,1,0,0,320,27
693,694,5400,0,0,2,0,0,0,0,0,0,-1,1,0,0,0
694,695,6120,0,0,2,0,0,0,472,0,1,-1,1,0,112,0
695,696,13811,1,0,0,980,0,0,0,1,0,0,1,0,125,0
696,697,6000,0,0,5,616,0,0,0,0,0,-1,1,0,0,0
697,698,6420,1,2,5,210,0,2,0,0,0,-1,1,0,0,0
698,699,8450,0,0,0,553,0,0,0,1,0,1,1,0,416,144
699,700,4282,2,2,0,16,0,0,0,0,0,-1,0,0,156,158
700,701,14331,0,1,0,1274,0,0,0,1,0,1,2,0,270,78
701,702,9600,0,0,2,0,0,0,0,0,1,-1,1,0,0,0
702,703,12438,1,0,2,0,0,0,1312,0,1,1,2,0,324,100
703,704,7630,0,0,2,0,0,0,780,0,0,4,1,1,344,0
704,705,8400,0,3,0,712,0,0,0,1,0,-1,0,0,0,35
705,706,5600,0,-1,-1,0,1,0,720,0,0,-1,-1,1,0,0
706,707,115149,2,1,0,1219,0,0,0,1,0,0,1,0,380,48
707,708,6240,0,0,0,863,0,0,0,1,0,1,2,0,192,38
708,709,9018,1,3,2,0,0,0,728,0,1,1,2,0,100,24
709,710,7162,1,0,2,0,0,0,0,0,0,-1,1,0,0,0
710,711,4130,1,0,2,0,0,0,0,0,0,-1,-1,1,0,0
711,712,8712,0,2,2,0,0,0,319,0,0,-1,0,1,68,0
712,713,4671,1,2,0,767,0,0,0,1,0,1,2,0,168,120
713,714,9873,0,3,1,789,1,0,0,1,0,-1,1,0,0,288
714,715,13517,1,0,0,533,0,0,754,0,1,-1,0,0,0,44
715,716,10140,0,0,2,0,0,0,0,0,0,0,0,0,0,0
716,717,10800,0,0,2,0,0,0,978,0,1,-1,1,2,0,48
717,718,10000,0,0,4,1084,0,0,0,0,1,2,1,0,224,0
718,719,10542,0,1,0,1173,0,0,1093,1,1,0,0,0,250,154
719,720,9920,1,1,1,523,0,0,0,0,1,4,1,0,0,0
720,721,6563,1,1,0,1148,0,0,0,1,0,0,0,0,114,28
721,722,4426,0,3,0,662,0,0,0,1,0,-1,0,0,160,0
722,723,8120,0,0,1,191,0,0,0,0,0,-1,1,0,0,0
723,724,8172,0,0,2,0,0,0,473,0,0,-1,1,0,0,0
724,725,13286,1,0,0,1234,0,0,0,1,0,1,2,0,327,64
725,726,6960,0,0,1,375,0,0,0,0,0,-1,1,0,96,0
726,727,21695,1,0,0,808,0,0,0,1,0,1,2,0,292,44
727,728,7314,0,3,0,724,0,0,0,1,0,-1,0,0,132,0
728,729,11475,0,0,2,0,0,0,0,1,0,-1,1,0,0,25
729,730,6240,0,0,4,152,0,2,0,0,0,-1,1,0,0,23
730,731,5389,1,0,0,1180,0,0,0,1,0,0,0,0,237,152
731,732,9590,1,3,0,786,0,0,0,1,0,1,2,0,160,22
732,733,11404,1,3,1,252,0,0,878,0,1,0,2,0,192,84
733,734,10000,0,0,4,594,0,0,0,1,0,0,0,0,165,0
734,735,8978,1,0,2,0,0,0,0,0,0,-1,1,0,147,0
735,736,10800,0,2,3,390,1,0,888,0,1,0,1,1,0,341
736,737,8544,0,-1,-1,0,1,1,0,0,0,-1,1,0,0,0
737,738,10463,1,0,2,0,0,0,900,0,1,1,2,0,0,116
738,739,10800,0,1,0,1200,0,0,0,3,0,-1,-1,0,120,0
739,740,9313,1,0,2,0,0,0,864,0,1,-1,0,0,187,56
740,741,9600,0,0,2,0,0,0,664,0,0,-1,1,0,270,0
741,742,6768,1,2,0,832,0,0,0,1,0,-1,1,0,168,0
742,743,8450,0,0,2,0,0,0,0,0,0,-1,1,0,120,55
743,744,12886,1,3,1,444,0,0,0,0,0,0,0,0,302,0
744,745,5395,1,0,0,733,0,0,0,1,0,0,0,0,96,0
745,746,8963,1,0,0,575,0,0,1540,0,1,0,2,0,0,204
746,747,8795,1,0,0,300,0,0,1276,0,1,0,2,0,224,54
747,748,11700,1,0,2,0,1,0,1320,0,1,1,1,1,181,0
748,749,10593,1,0,0,919,0,0,0,1,0,0,2,0,240,56
749,750,8405,0,-1,-1,0,1,1,441,0,0,-1,1,1,92,0
750,751,8800,0,0,2,0,0,0,348,0,0,-1,-1,1,0,160
751,752,7750,0,0,2,0,0,0,660,0,1,-1,2,0,0,48
752,753,9236,1,1,0,1200,0,0,0,1,0,-1,0,0,168,27
753,754,10240,0,2,2,0,0,0,1060,0,1,1,0,0,192,52
754,755,7930,0,0,0,439,0,0,0,1,0,-1,0,0,171,48
755,756,3230,0,0,0,381,0,0,729,0,1,-1,1,0,0,24
756,757,10769,1,3,0,20,0,0,902,0,1,-1,0,0,144,105
757,758,11616,1,2,3,438,0,0,714,0,1,0,2,0,335,0
758,759,2280,0,0,1,549,0,0,744,0,1,-1,1,0,0,0
759,760,12257,1,3,5,56,0,0,1203,0,1,0,0,0,222,98
760,761,9100,0,0,3,612,0,0,0,0,0,-1,1,0,0,0
761,762,6911,0,2,5,405,0,0,0,0,0,-1,1,0,0,0
762,763,8640,0,2,0,24,0,0,783,0,1,-1,1,0,169,45
763,764,9430,0,2,0,1163,0,0,1097,1,1,1,0,0,0,128
764,765,9549,1,3,5,437,0,0,0,1,1,1,2,0,0,30
765,766,14587,1,0,2,0,0,0,0,0,0,1,2,0,0,174
766,767,10421,0,0,0,394,0,0,734,0,1,0,1,0,228,66
767,768,12508,1,2,1,660,0,0,767,1,0,-1,1,0,245,0
768,769,9100,0,0,0,24,0,0,0,0,0,1,2,0,120,33
769,770,53504,2,1,1,1416,0,0,1589,1,1,1,2,0,503,36
770,771,7252,1,3,0,685,0,0,0,1,0,-1,1,0,120,0
